type,name,wei,cal
음료_주류_차류,주류,200g,74kcal
음료_주류_차류,캔커피,200g,22kcal
음료_주류_차류,커피,12g,42kcal
음료_주류_차류,코코아,15g,61kcal
음료_주류_차류,탄산음료,200g,98kcal
음료_주류_차류,포도쥬스,200g,106kcal
음료_주류_차류,현미차,15g,45kcal
음료_주류_차류,홍초음료,25g,40kcal
음료_주류_차류,옥수수차,10g,0kcal
음료_주류_차류,레몬에이드주스,100g,39kcal
음료_주류_차류,홍차,10g,31kcal
음료_주류_차류,바나나호두셰이크,312g,206kcal
장아찌류,고들빼기장아찌,83g,61kcal
장아찌류,고추장아찌,25g,13kcal
장아찌류,깻잎장아찌,33g,24kcal
장아찌류,도라지장아찌,23g,25kcal
장아찌류,마늘장아찌,25g,13kcal
장아찌류,마늘쫑장아찌,25g,28kcal
장아찌류,무장아찌,25g,21kcal
장아찌류,양파장아찌,23g,21kcal
장아찌류,오이장아찌,49g,46kcal
장아찌류,참외장아찌,23g,20kcal
장아찌류,할라피뇨,5g,3kcal
전_부침류,쑥전,46g,180kcal
전_부침류,가지전,96g,111kcal
전_부침류,감자전,106g,155kcal
전_부침류,게맛살부침,90g,187kcal
전_부침류,계란말이,78g,111kcal
전_부침류,계란후라이,53g,105kcal
전_부침류,고구마전,106g,201kcal
전_부침류,고등어전,103g,186kcal
전_부침류,굴전,113g,185kcal
전_부침류,김치전,258g,489kcal
전_부침류,깻잎(완자)전,76g,168kcal
전_부침류,깻잎전,76g,166kcal
전_부침류,달걀부침,78g,111kcal
전_부침류,달걀부침(김말이),53g,94kcal
전_부침류,달걀부침(야채),78g,97kcal
전_부침류,대구전,94g,303kcal
전_부침류,동태전,94g,140kcal
전_부침류,돼지고기전,91g,252kcal
전_부침류,두릅적,131g,137kcal
전_부침류,두부부침,108g,153kcal
전_부침류,두부전,96g,101kcal
전_부침류,두부전(돈육),116g,154kcal
전_부침류,맛살전,113g,150kcal
전_부침류,미나리전,90g,117kcal
전_부침류,배추전,76g,162kcal
전_부침류,버섯전,86g,172kcal
전_부침류,병어전,104g,146kcal
전_부침류,부추전,131g,179kcal
전_부침류,빈대떡,91g,200kcal
전_부침류,새우전,113g,192kcal
전_부침류,소세지부침,93g,275kcal
전_부침류,쇠간전,91g,173kcal
전_부침류,쇠고기내장(천엽)전,90g,125kcal
전_부침류,쇠고기전,91g,229kcal
전_부침류,수수부침,56g,221kcal
전_부침류,스크램블드에그,56g,106kcal
전_부침류,애호박전,53g,60kcal
전_부침류,야채전,91g,161kcal
전_부침류,연근전,71g,112kcal
전_부침류,오믈렛,90g,170kcal
전_부침류,오믈렛(두부),100g,178kcal
전_부침류,오징어전,186g,206kcal
전_부침류,완자전(돼지고기),112g,223kcal
전_부침류,완자전(쇠고기),120g,184kcal
전_부침류,참치전,42g,141kcal
전_부침류,찹쌀전병,56g,231kcal
전_부침류,파전,156g,321kcal
전_부침류,파전(조개),166g,330kcal
전_부침류,풋고추전,146g,335kcal
전_부침류,피망전,61g,141kcal
전_부침류,해물파전,146g,180kcal
전_부침류,햄부침,81g,185kcal
전_부침류,호박전,83g,68kcal
전_부침류,홍합전,131g,190kcal
전_부침류,화양적,140g,131kcal
전_부침류,베이컨말이,208g,209kcal
전_부침류,두부오꼬노미야키,295g,273kcal
젓갈류,갈치속젓,15g,27kcal
젓갈류,갈치젓,15g,28kcal
젓갈류,게장,58g,53kcal
젓갈류,꼴뚜기젓,15g,13kcal
젓갈류,멸치젓,15g,25kcal
젓갈류,명란젓,15g,18kcal
젓갈류,벤뎅이젓,15g,17kcal
젓갈류,새우젓,15g,8kcal
젓갈류,아가미젓,15g,12kcal
젓갈류,어리굴젓,15g,14kcal
젓갈류,오징어젓,15g,18kcal
젓갈류,전어젓,15g,19kcal
젓갈류,조개젓,15g,11kcal
젓갈류,조기젓,15g,12kcal
젓갈류,창란젓,15g,17kcal
젓갈류,토하젓,15g,19kcal
젓갈류,황새치젓,15g,18kcal
회류,굴회,80g,70kcal
회류,낙지회,70g,38kcal
회류,도가니수육,71g,132kcal
회류,멍게,80g,61kcal
회류,문어,70g,51kcal
회류,미나리강회,114g,59kcal
회류,부추강회,114g,62kcal
회류,소라회,80g,76kcal
회류,소양회,67g,54kcal
회류,오징어숙회,89g,93kcal
회류,육회,37g,78kcal
회류,파강회,74g,27kcal
회류,한치회,70g,56kcal
회류,해삼회,99g,47kcal
회류,홍어회,89g,29kcal
죽류,감자죽,111g,197kcal
죽류,고기죽,81g,242kcal
죽류,깨죽,61g,223kcal
죽류,닭죽,289g,521kcal
죽류,버섯죽,104g,237kcal
죽류,새우죽,101g,239kcal
죽류,소라죽,86g,145kcal
죽류,수수죽,61g,221kcal
죽류,야채죽,121g,214kcal
죽류,잣죽,63g,279kcal
죽류,전복죽,83g,262kcal
죽류,콩죽,127g,475kcal
죽류,팥죽,64g,223kcal
죽류,호박죽,117g,130kcal
죽류,흰죽,315g,63kcal
죽류,죽,242g,170kcal
조림류,가자미조림,142g,129kcal
조림류,가지조림,105g,62kcal
조림류,갈치조림,140g,137kcal
조림류,감자조림,42g,43kcal
조림류,건꼴두기고추조림,45g,73kcal
조림류,게맛살조림,110g,82kcal
조림류,게조림,157g,132kcal
조림류,계란장조림,138g,133kcal
조림류,고구마조림,121g,134kcal
조림류,고등어조림,155g,216kcal
조림류,곤약조림,106g,47kcal
조림류,광어조림,155g,148kcal
조림류,깻잎조림,39g,48kcal
조림류,꼴뚜기조림,28g,100kcal
조림류,꽁치무조림,116g,185kcal
조림류,꽁치엿조림,72g,127kcal
조림류,꽁치조림,62g,98kcal
조림류,노가리조림,38g,89kcal
조림류,달걀조림,64g,103kcal
조림류,닭고기조림,139g,193kcal
조림류,닭고기조림(옥수수),149g,202kcal
조림류,닭다리조림,92g,148kcal
조림류,닭볶음탕,151g,204kcal
조림류,당근조림,100g,74kcal
조림류,대구조림,35g,90kcal
조림류,동태조림,157g,133kcal
조림류,돼지고기장조림,98g,181kcal
조림류,돼지고기조림,118g,117kcal
조림류,두부양념조림,102g,128kcal
조림류,두부조림,87g,133kcal
조림류,두부조림(엿),87g,133kcal
조림류,땅콩조림,87g,235kcal
조림류,떡(새알)조림,87g,226kcal
조림류,마늘쫑조림,94g,67kcal
조림류,마늘쫑조림(멸치),104g,79kcal
조림류,말린가자미조림,142g,140kcal
조림류,메추리알조림,71g,101kcal
조림류,멸치조림,53g,105kcal
조림류,멸치조림(고추),63g,106kcal
조림류,무조림,89g,29kcal
조림류,바지락조림,238g,156kcal
조림류,밤초,65g,118kcal
조림류,방어조림,62g,92kcal
조림류,뱅어포조림,57g,188kcal
조림류,버섯조림,89g,33kcal
조림류,병어조림,138g,113kcal
조림류,북어조림,39g,108kcal
조림류,붕어조림,62g,58kcal
조림류,삼치조림,128g,132kcal
조림류,새우조림,34g,124kcal
조림류,서대조림,62g,59kcal
조림류,소세지조림,67g,135kcal
조림류,쇠고기장조림,131g,166kcal
조림류,쇠고기조림(감자),543g,641kcal
조림류,쇠고기조림(스튜포함),48g,114kcal
조림류,양미리조림,108g,116kcal
조림류,어묵조림,194g,287kcal
조림류,어묵조림(햄),113g,119kcal
조림류,연근조림,67g,100kcal
조림류,오징어조림,149g,120kcal
조림류,오징어채조림,17g,62kcal
조림류,오징어포고추조림,50g,93kcal
조림류,완자조림,107g,202kcal
조림류,완자조림(돈육),122g,267kcal
조림류,우엉조림,71g,100kcal
조림류,우엉조림(어묵),96g,109kcal
조림류,우엉조림(오이),86g,54kcal
조림류,유부조림,60g,199kcal
조림류,이면수조림,62g,98kcal
조림류,장어조림,121g,221kcal
조림류,전어조림,122g,105kcal
조림류,정어리조림,142g,165kcal
조림류,조기조림,139g,95kcal
조림류,쥐포조림,29g,84kcal
조림류,청어조림,134g,154kcal
조림류,코다리(명태)조림,143g,106kcal
조림류,콩조림(콩자반),20g,58kcal
조림류,토란조림,90g,73kcal
조림류,파인애플통조림,100g,62kcal
조림류,폭찹,179g,457kcal
조림류,풋고추조림,66g,22kcal
조림류,햄조림,67g,67kcal
조림류,호박조림,88g,40kcal
조림류,홍합조림,93g,79kcal
조림류,오향장육,306g,311kcal
찌개류,가자미매운탕,133g,116kcal
찌개류,갈치찌개,151g,157kcal
찌개류,감자찌개,112g,54kcal
찌개류,감자찌개(돼지고기),142g,133kcal
찌개류,게찌개,151g,105kcal
찌개류,고등어찌개,181g,248kcal
찌개류,곱창전골,98g,156kcal
찌개류,광어찌개,196g,135kcal
찌개류,국수전골,104g,179kcal
찌개류,긴다로(은대구)찌개,151g,144kcal
찌개류,김치전골,201g,180kcal
찌개류,김치전골(떡),211g,204kcal
찌개류,김치찌개,146g,135kcal
찌개류,김치찌개(돼지고기),168g,110kcal
찌개류,김치찌개(참치),168g,161kcal
찌개류,꽁치찌개,171g,179kcal
찌개류,낙지전골,245g,247kcal
찌개류,낙지찌개,204g,129kcal
찌개류,넙치찌개,151g,125kcal
찌개류,달래찌개,116g,81kcal
찌개류,닭고기찌개,89g,94kcal
찌개류,대구찌개(매운탕),173g,128kcal
찌개류,대합찌개,151g,105kcal
찌개류,도루묵찌개,151g,146kcal
찌개류,도미찌개,165g,130kcal
찌개류,동태매운탕,173g,97kcal
찌개류,동태찌개,173g,129kcal
찌개류,동태찌개(고추장),181g,127kcal
찌개류,동태찌개(고추장_된장),185g,133kcal
찌개류,돼지고기찌개,197g,143kcal
찌개류,된장찌개,150g,141kcal
찌개류,된장찌개(김치),121g,75kcal
찌개류,된장찌개(냉이_달래),116g,76kcal
찌개류,된장찌개(돼지고기),118g,97kcal
찌개류,된장찌개(두부),131g,107kcal
찌개류,된장찌개(양배추),170g,145kcal
찌개류,된장찌개(우렁),131g,98kcal
찌개류,된장찌개(해물),177g,158kcal
찌개류,된장찌개(호박),150g,110kcal
찌개류,된장찌개(호박잎),110g,114kcal
찌개류,두부찌개,122g,90kcal
찌개류,두부찌개(고추장),132g,109kcal
찌개류,두부찌개(된장),137g,114kcal
찌개류,두부찌개(된장_고추장),110g,116kcal
찌개류,맛살찌개,151g,83kcal
찌개류,망둥어찌개,166g,126kcal
찌개류,명태(생태)찌개,211g,170kcal
찌개류,무찌개,70g,52kcal
찌개류,미꾸라지매운탕,188g,126kcal
찌개류,미더덕찌개,138g,79kcal
찌개류,민어찌개,151g,142kcal
찌개류,방어찌개,151g,162kcal
찌개류,뱅어찌개,151g,101kcal
찌개류,버섯전골,145g,131kcal
찌개류,버섯찌개,186g,85kcal
찌개류,병어찌개,166g,148kcal
찌개류,복매운탕,185g,130kcal
찌개류,복지리,121g,82kcal
찌개류,볼락찌개,151g,125kcal
찌개류,부대찌개,198g,281kcal
찌개류,북어찌개,101g,101kcal
찌개류,불낙전골,275g,245kcal
찌개류,붕어매운탕,170g,129kcal
찌개류,비지찌개,169g,169kcal
찌개류,비지찌개(콩),174g,109kcal
찌개류,삼치찌개,165g,158kcal
찌개류,새우젓찌개,118g,52kcal
찌개류,새우찌개,151g,111kcal
찌개류,생선내장탕,151g,113kcal
찌개류,섞어찌개,148g,124kcal
찌개류,섞어찌개(오징어),168g,143kcal
찌개류,섞어찌개(햄),158g,137kcal
찌개류,쇠고기두부찌개,93g,102kcal
찌개류,쇠고기전골(두부),150g,139kcal
찌개류,쇠고기전골(스끼야끼),140g,130kcal
찌개류,쇠고기찌개,166g,150kcal
찌개류,순두부찌개,123g,72kcal
찌개류,숭어찌개,151g,127kcal
찌개류,쏘가리매운탕,199g,149kcal
찌개류,쏨뱅이찌개,151g,120kcal
찌개류,아구(매운)탕,187g,119kcal
찌개류,야채전골,58g,68kcal
찌개류,양미리찌개,151g,139kcal
찌개류,어묵김치찌개,188g,133kcal
찌개류,연두부찌개,184g,93kcal
찌개류,오징어찌개,174g,121kcal
찌개류,우거지찌개,140g,123kcal
찌개류,우럭매운탕,196g,169kcal
찌개류,이면수찌개,151g,169kcal
찌개류,잉어찌개,151g,132kcal
찌개류,장어찌개,151g,209kcal
찌개류,적어찌개,151g,114kcal
찌개류,전갱이찌개,151g,166kcal
찌개류,전어찌개,151g,141kcal
찌개류,정어리찌개,151g,173kcal
찌개류,조개찌개,151g,101kcal
찌개류,조기매운탕,176g,137kcal
찌개류,조기찌개,167g,129kcal
찌개류,쥐치찌개,151g,113kcal
찌개류,징기스칸(샤브샤브),135g,194kcal
찌개류,참치찌개,80g,82kcal
찌개류,청국장찌개,126g,101kcal
찌개류,청국장찌개(고추장),120g,109kcal
찌개류,청국장찌개(쇠고기),146g,121kcal
찌개류,청어찌개,164g,176kcal
찌개류,코다리찌개,151g,129kcal
찌개류,해물잡탕,154g,100kcal
찌개류,해물찌개(넙치_장어),182g,200kcal
찌개류,해물찌개(명태),231g,133kcal
찌개류,햄찌개,69g,79kcal
찌개류,호박찌개,145g,137kcal
찌개류,홍어찌개,151g,114kcal
찜류,해물찜,240g,250kcal
찜류,가오리찜,148g,98kcal
찜류,가자미찜,148g,132kcal
찜류,가지찜,111g,83kcal
찜류,갈치찜,148g,173kcal
찜류,고등어찜,148g,170kcal
찜류,깻잎찜,15g,16kcal
찜류,꼬리찜,238g,562kcal
찜류,꼬막찜,113g,121kcal
찜류,꽃게찜,167g,116kcal
찜류,달걀찜,64g,82kcal
찜류,닭찜,145g,143kcal
찜류,대구찜,148g,98kcal
찜류,대합찜,114g,118kcal
찜류,도미찜,148g,118kcal
찜류,동태찜,148g,93kcal
찜류,돼지갈비찜,133g,188kcal
찜류,돼지고기찜,128g,149kcal
찜류,돼지족발찜,238g,548kcal
찜류,두부찜,82g,85kcal
찜류,망둥어찜,148g,105kcal
찜류,명태(코다리)찜,88g,80kcal
찜류,무찜,90g,87kcal
찜류,미더덕찜,132g,83kcal
찜류,복찜,148g,104kcal
찜류,북어찜,131g,288kcal
찜류,새우찜,167g,128kcal
찜류,서대찜,148g,108kcal
찜류,쇠갈비찜,94g,190kcal
찜류,쇠고기찜,209g,450kcal
찜류,순대,92g,130kcal
찜류,숭어찜,148g,115kcal
찜류,아구찜,148g,89kcal
찜류,알찜,97g,73kcal
찜류,애호박찜,96g,38kcal
찜류,양배추찜,84g,30kcal
찜류,오징어순대,142g,101kcal
찜류,오징어찜,128g,91kcal
찜류,우럭찜,148g,114kcal
찜류,자반고등어찜,125g,136kcal
찜류,조기찜,78g,87kcal
찜류,콩나물찜,129g,117kcal
찜류,편육,161g,394kcal
찜류,풋고추찜,104g,89kcal
찜류,홍어찜,148g,103kcal
찜류,매운닭,200g,355kcal
찜류,동파육,103g,559kcal
튀김류,가자미튀김,85g,164kcal
튀김류,가지튀김,113g,211kcal
튀김류,갈치튀김,82g,164kcal
튀김류,감자튀김,137g,130kcal
튀김류,게맛살튀김,70g,201kcal
튀김류,고구마맛탕,156g,395kcal
튀김류,고구마튀김,120g,249kcal
튀김류,고등어튀김,93g,204kcal
튀김류,고추튀김,61g,118kcal
튀김류,광어튀김,93g,148kcal
튀김류,긴다로튀김,70g,194kcal
튀김류,김말이튀김,76g,203kcal
튀김류,김튀김,16g,76kcal
튀김류,깐풍기,123g,230kcal
튀김류,깻잎튀김,36g,84kcal
튀김류,꽁치튀김,103g,224kcal
튀김류,다시마튀각,16g,74kcal
튀김류,다시마튀김,16g,74kcal
튀김류,닭강정,107g,212kcal
튀김류,닭튀김,92g,187kcal
튀김류,대구튀김,103g,165kcal
튀김류,도라지튀김,86g,150kcal
튀김류,도미튀김,103g,176kcal
튀김류,돈까스,108g,358kcal
튀김류,동그랑땡,74g,189kcal
튀김류,동태튀김(녹말가루),63g,124kcal
튀김류,동태튀김(튀김옷),95g,213kcal
튀김류,돼지고기강정,101g,316kcal
튀김류,돼지고기튀김,81g,235kcal
튀김류,두부완자튀김,113g,261kcal
튀김류,두부튀김,108g,157kcal
튀김류,라조기,123g,230kcal
튀김류,망둥어튀김,70g,192kcal
튀김류,메추리알튀김,83g,176kcal
튀김류,멸치튀김,87g,161kcal
튀김류,미역튀김,30g,164kcal
튀김류,민어튀김,93g,165kcal
튀김류,밤튀김,63g,141kcal
튀김류,방게튀김,70g,182kcal
튀김류,방어튀김,70g,218kcal
튀김류,뱅어포튀김,21g,103kcal
튀김류,베이컨튀김,82g,264kcal
튀김류,병어튀김,88g,167kcal
튀김류,볼락튀김,70g,197kcal
튀김류,북어강정,53g,191kcal
튀김류,북어튀김,70g,272kcal
튀김류,비후까스,116g,295kcal
튀김류,사과튀김,73g,98kcal
튀김류,삼치튀김,83g,159kcal
튀김류,새우튀김,10g,69kcal
튀김류,새치튀김,70g,188kcal
튀김류,생선까스,85g,139kcal
튀김류,생선뼈튀김,48g,251kcal
튀김류,소세지튀김,94g,290kcal
튀김류,쇠고기튀김,96g,200kcal
튀김류,스코치에그,286g,768kcal
튀김류,식빵튀김,58g,197kcal
튀김류,야채튀김,102g,292kcal
튀김류,양념통닭,123g,225kcal
튀김류,어묵튀김,85g,242kcal
튀김류,연근튀김,96g,148kcal
튀김류,연어튀김,103g,183kcal
튀김류,열기튀김,70g,193kcal
튀김류,오이튀김,33g,80kcal
튀김류,오징어탕수,135g,176kcal
튀김류,오징어튀김,93g,142kcal
튀김류,옥수수튀김,105g,198kcal
튀김류,우럭튀김,103g,181kcal
튀김류,이면수튀김,103g,225kcal
튀김류,인절미튀김,60g,196kcal
튀김류,장어튀김,70g,245kcal
튀김류,적어튀김,70g,191kcal
튀김류,조기튀김,93g,141kcal
튀김류,쥐포튀김,40g,153kcal
튀김류,참치강정,98g,206kcal
튀김류,참치튀김,103g,196kcal
튀김류,청어튀김,103g,223kcal
튀김류,콩튀김,140g,422kcal
튀김류,탕수육,151g,323kcal
튀김류,파래튀김,54g,123kcal
튀김류,햄커틀렛,84g,189kcal
튀김류,황새기튀김,103g,174kcal
튀김류,치즈돈가스,290g,623kcal
튀김류,일본식돈가스,180g,368kcal
튀김류,쇠고기당면튀김,180g,448kcal
튀김류,두부탕수육,230g,324kcal
튀김류,참치스프링롤,161g,165kcal
튀김류,난자완스,200g,346kcal
